category,segment,product,productid,iscompetehide,manufacturerid
Urban,Extreme,Currus UE-06,2046,N,4
Urban,Extreme,Currus UE-07,2047,N,4
Urban,Extreme,Currus UE-08,2048,N,4
Urban,Extreme,Currus UE-09,2049,N,4
Urban,Extreme,Currus UE-10,2050,N,4
Urban,Extreme,Currus UE-11,2051,N,4
Urban,Extreme,Currus UE-12,2052,N,4
Urban,Extreme,Currus UE-13,2053,N,4
Urban,Extreme,Currus UE-14,2054,N,4
Urban,Extreme,Currus UE-15,2055,N,4
Urban,Extreme,Currus UE-16,2056,N,4
Urban,Extreme,Currus UE-17,2057,N,4
Urban,Extreme,Currus UE-18,2058,N,4
Urban,Extreme,Currus UE-19,2059,N,4
Urban,Extreme,Currus UE-20,2060,N,4
Urban,Extreme,Currus UE-21,2061,N,4
Urban,Extreme,Currus UE-22,2062,N,4
Urban,Extreme,Currus UE-23,2063,N,4
Urban,Extreme,Currus UE-24,2064,N,4
Urban,Extreme,Currus UE-25,2065,N,4
Urban,Extreme,Victoria UE-01,2148,N,14
Urban,Extreme,Victoria UE-02,2149,N,14
Urban,Extreme,Victoria UE-03,2150,N,14
Urban,Extreme,Victoria UE-04,2151,N,14
Urban,Extreme,Victoria UE-05,2152,N,14
Urban,Extreme,Victoria UE-06,2153,N,14
Urban,Extreme,Victoria UE-07,2154,N,14
Urban,Extreme,Victoria UE-08,2155,N,14
Urban,Extreme,Victoria UE-09,2156,N,14
Urban,Extreme,Victoria UE-10,2157,N,14
Urban,Extreme,Victoria UE-11,2158,N,14
Urban,Extreme,Victoria UE-12,2159,N,14
Urban,Extreme,Victoria UE-13,2160,N,14
Urban,Extreme,Victoria UE-14,2161,N,14
Urban,Extreme,Victoria UE-15,2162,N,14
Urban,Extreme,Victoria UE-16,2163,N,14
Urban,Extreme,Victoria UE-17,2164,N,14
Urban,Extreme,Victoria UE-18,2165,N,14
Urban,Extreme,Victoria UE-19,2166,N,14
Urban,Extreme,Victoria UE-20,2167,N,14
Urban,Extreme,Victoria UE-21,2168,N,14
Urban,Extreme,Victoria UE-22,2169,N,14
Urban,Extreme,Victoria UE-23,2170,N,14
Urban,Extreme,Aliqui UE-01,2327,N,2
Urban,Extreme,Aliqui UE-02,2328,N,2
Urban,Extreme,Aliqui UE-03,2329,N,2
Urban,Extreme,Aliqui UE-04,2330,N,2
Urban,Extreme,Aliqui UE-05,2331,N,2
Urban,Extreme,Aliqui UE-06,2332,N,2
Urban,Extreme,Aliqui UE-07,2333,N,2
Urban,Extreme,Aliqui UE-08,2334,N,2
Urban,Extreme,Aliqui UE-09,2335,N,2
Urban,Extreme,Aliqui UE-10,2336,N,2
Urban,Extreme,Aliqui UE-11,2337,N,2
Urban,Extreme,Aliqui UE-12,2338,N,2
Urban,Extreme,Aliqui UE-13,2339,N,2
Urban,Extreme,Aliqui UE-14,2340,N,2
Urban,Extreme,Aliqui UE-15,2341,N,2
Urban,Extreme,Aliqui UE-16,2342,N,2
Urban,Extreme,Aliqui UE-17,2343,N,2
Urban,Extreme,Aliqui UE-18,2344,N,2
Urban,Extreme,Aliqui UE-19,2345,N,2
Urban,Extreme,Aliqui UE-20,2346,N,2
Urban,Extreme,Aliqui UE-21,2347,N,2
Urban,Extreme,Aliqui UE-22,2348,N,2
Urban,Extreme,Aliqui UE-23,2349,N,2
Urban,Extreme,Aliqui UE-24,2350,N,2
Urban,Extreme,Aliqui UE-25,2351,N,2
Urban,Extreme,Aliqui UE-26,2352,N,2
Urban,Extreme,Fama UE-01,280,N,5
Urban,Extreme,Fama UE-02,281,N,5
Urban,Extreme,Fama UE-03,282,N,5
Urban,Extreme,Fama UE-04,283,N,5
Urban,Extreme,Fama UE-05,284,N,5
Urban,Extreme,Fama UE-06,285,N,5
Urban,Extreme,Fama UE-07,286,N,5
Urban,Extreme,Fama UE-08,287,N,5
Urban,Extreme,Fama UE-09,288,N,5
Urban,Extreme,Fama UE-10,289,N,5
Urban,Extreme,Fama UE-11,290,N,5
Urban,Extreme,Fama UE-12,291,N,5
Urban,Extreme,Fama UE-13,292,N,5
Urban,Extreme,Fama UE-14,293,N,5
Urban,Extreme,Fama UE-15,294,N,5
Urban,Extreme,Fama UE-16,295,N,5
Urban,Extreme,Fama UE-17,296,N,5
Urban,Extreme,Fama UE-18,297,N,5
Urban,Extreme,Fama UE-19,298,N,5
Urban,Extreme,Fama UE-20,299,N,5
Urban,Extreme,Fama UE-21,300,N,5
Urban,Extreme,Fama UE-22,301,N,5
Urban,Extreme,Fama UE-23,302,N,5
Urban,Extreme,Fama UE-24,303,N,5
Urban,Extreme,Fama UE-25,304,N,5
Urban,Extreme,Fama UE-26,305,N,5
Urban,Extreme,Fama UE-27,306,N,5
Urban,Extreme,Fama UE-28,307,N,5
Urban,Extreme,Fama UE-29,308,N,5
Urban,Extreme,Fama UE-30,309,N,5
Urban,Extreme,Fama UE-31,310,N,5
Urban,Extreme,Fama UE-32,311,N,5
Urban,Extreme,Fama UE-33,312,N,5
Urban,Extreme,Fama UE-34,313,N,5
Urban,Extreme,Fama UE-35,314,N,5
Urban,Extreme,Fama UE-36,315,N,5
Urban,Extreme,Fama UE-37,316,N,5
Urban,Extreme,Fama UE-38,317,N,5
Urban,Extreme,Fama UE-39,318,N,5
Urban,Extreme,Fama UE-40,319,N,5
Urban,Extreme,Fama UE-41,320,N,5
Urban,Extreme,Fama UE-42,321,N,5
Urban,Extreme,Fama UE-43,322,N,5
Urban,Extreme,Fama UE-44,323,N,5
Urban,Extreme,Fama UE-45,324,N,5
Urban,Extreme,Fama UE-46,325,N,5
Urban,Extreme,Fama UE-47,326,N,5
Urban,Extreme,Fama UE-48,327,N,5
Urban,Extreme,Fama UE-49,328,N,5
Urban,Extreme,Fama UE-50,329,N,5
Urban,Extreme,Fama UE-51,330,N,5
Urban,Extreme,Fama UE-52,331,N,5
Urban,Extreme,Fama UE-53,332,N,5
Urban,Extreme,Fama UE-54,333,N,5
Urban,Extreme,Fama UE-55,334,N,5
Urban,Extreme,Fama UE-56,335,N,5
Urban,Extreme,Fama UE-57,336,N,5
Urban,Extreme,Fama UE-58,337,N,5
Urban,Extreme,Fama UE-59,338,N,5
Urban,Extreme,Fama UE-60,339,N,5
Urban,Extreme,Fama UE-61,340,N,5
Urban,Extreme,Fama UE-62,341,N,5
Urban,Extreme,Fama UE-63,342,N,5
Urban,Extreme,Fama UE-64,343,N,5
Urban,Extreme,Fama UE-65,344,N,5
Urban,Extreme,Fama UE-66,345,N,5
Urban,Extreme,Fama UE-67,346,N,5
Urban,Extreme,Fama UE-68,347,N,5
Urban,Extreme,Fama UE-69,348,N,5
Urban,Extreme,Fama UE-70,349,N,5
Urban,Extreme,Fama UE-71,350,N,5
Urban,Extreme,Fama UE-72,351,N,5
Urban,Extreme,Fama UE-73,352,N,5
Urban,Extreme,Fama UE-74,353,N,5
Urban,Extreme,Fama UE-75,354,N,5
Urban,Extreme,Fama UE-76,355,N,5
Urban,Extreme,Fama UE-77,356,N,5
Urban,Extreme,Fama UE-78,357,N,5
Urban,Extreme,Fama UE-79,358,N,5
Urban,Extreme,Fama UE-80,359,N,5
Urban,Extreme,Fama UE-81,360,N,5
Urban,Extreme,Fama UE-82,361,N,5
Urban,Extreme,Fama UE-83,362,N,5
Urban,Extreme,Fama UE-84,363,N,5
Urban,Extreme,Fama UE-85,364,N,5
Urban,Extreme,Fama UE-86,365,N,5
Urban,Extreme,Fama UE-87,366,N,5
Urban,Extreme,Fama UE-88,367,N,5
Urban,Extreme,Fama UE-89,368,N,5
Urban,Extreme,Fama UE-90,369,N,5
Urban,Extreme,Fama UE-91,370,N,5
Urban,Extreme,Fama UE-92,371,N,5
Urban,Extreme,Fama UE-93,372,N,5
Urban,Extreme,Fama UE-94,373,N,5
Urban,Extreme,Fama UE-95,374,N,5
Urban,Extreme,Fama UE-96,375,N,5
Urban,Extreme,Fama UE-97,376,N,5
Urban,Extreme,Fama UE-98,377,N,5
Urban,Extreme,Fama UE-99,378,N,5
Urban,Extreme,Fama UE-00,379,N,5
Urban,Extreme,Fama UE-01,380,N,5
Urban,Extreme,Fama UE-02,381,N,5
Urban,Extreme,Fama UE-03,382,N,5
Urban,Extreme,Fama UE-04,383,N,5
Urban,Extreme,Fama UE-05,384,N,5
Urban,Extreme,Fama UE-06,385,N,5
Urban,Extreme,Fama UE-07,386,N,5
Urban,Moderation,Maximus UM-01,396,Y,7
Urban,Moderation,Maximus UM-02,397,Y,7
Urban,Moderation,Maximus UM-03,398,Y,7
Urban,Moderation,Maximus UM-04,399,Y,7
Urban,Moderation,Maximus UM-05,400,Y,7
Urban,Moderation,Maximus UM-06,401,Y,7
Urban,Moderation,Maximus UM-07,402,Y,7
Urban,Moderation,Maximus UM-08,403,Y,7
Urban,Moderation,Maximus UM-09,404,Y,7
Urban,Moderation,Maximus UM-10,405,Y,7
Urban,Moderation,Maximus UM-11,406,Y,7
Urban,Moderation,Maximus UM-12,407,Y,7
Urban,Moderation,Maximus UM-13,408,Y,7
Urban,Moderation,Maximus UM-14,409,Y,7
Urban,Moderation,Maximus UM-15,410,Y,7
Urban,Moderation,Maximus UM-16,411,Y,7
Urban,Moderation,Maximus UM-17,412,Y,7
Urban,Moderation,Maximus UM-18,413,Y,7
Urban,Moderation,Maximus UM-19,414,Y,7
Urban,Moderation,Maximus UM-20,415,Y,7
Urban,Moderation,Maximus UM-21,416,Y,7
Urban,Moderation,Maximus UM-22,417,Y,7
Urban,Moderation,Maximus UM-23,418,Y,7
Urban,Moderation,Maximus UM-24,419,Y,7
Urban,Moderation,Maximus UM-25,420,Y,7
Urban,Moderation,Maximus UM-26,421,Y,7
Urban,Moderation,Maximus UM-27,422,Y,7
Urban,Moderation,Maximus UM-28,423,Y,7
Urban,Moderation,Maximus UM-29,424,Y,7
Urban,Moderation,Maximus UM-30,425,Y,7
Urban,Moderation,Maximus UM-31,426,Y,7
Urban,Moderation,Maximus UM-32,427,Y,7
Urban,Moderation,Maximus UM-33,428,Y,7
Urban,Moderation,Maximus UM-34,429,Y,7
Urban,Moderation,Maximus UM-35,430,Y,7
Urban,Moderation,Maximus UM-36,431,Y,7
Urban,Moderation,Maximus UM-37,432,Y,7
Urban,Moderation,Maximus UM-38,433,Y,7
Urban,Moderation,Maximus UM-39,434,Y,7
Urban,Moderation,Maximus UM-40,435,Y,7
Urban,Moderation,Maximus UM-41,436,Y,7
Urban,Moderation,Maximus UM-42,437,Y,7
Urban,Moderation,Maximus UM-43,438,Y,7
Urban,Moderation,Maximus UM-44,439,Y,7
Urban,Moderation,Maximus UM-45,440,Y,7
Urban,Moderation,Maximus UM-46,441,Y,7
Urban,Moderation,Maximus UM-47,442,Y,7
Urban,Moderation,Maximus UM-48,443,Y,7
Urban,Moderation,Maximus UM-49,444,Y,7
Urban,Moderation,Maximus UM-50,445,Y,7
Urban,Moderation,Maximus UM-51,446,Y,7
Urban,Moderation,Maximus UM-52,447,Y,7
Urban,Moderation,Maximus UM-53,448,Y,7
Urban,Moderation,Maximus UM-54,449,Y,7
Urban,Moderation,Maximus UM-55,450,Y,7
Urban,Moderation,Maximus UM-56,451,Y,7
Urban,Moderation,Maximus UM-57,452,Y,7
Urban,Moderation,Maximus UM-58,453,Y,7
Urban,Moderation,Maximus UM-59,454,Y,7
Urban,Moderation,Maximus UM-60,455,Y,7
Urban,Moderation,Maximus UM-61,456,Y,7
Urban,Moderation,Maximus UM-62,457,Y,7
Urban,Moderation,Maximus UM-63,458,Y,7
Urban,Moderation,Maximus UM-64,459,Y,7
Urban,Moderation,Maximus UM-65,460,Y,7
Urban,Moderation,Maximus UM-66,461,Y,7
Urban,Moderation,Maximus UM-67,462,Y,7
Urban,Moderation,Maximus UM-68,463,Y,7
Urban,Moderation,Maximus UM-69,464,Y,7
Urban,Moderation,Maximus UM-70,465,Y,7
Urban,Moderation,Maximus UM-71,466,Y,7
Urban,Moderation,Maximus UM-72,467,Y,7
Urban,Moderation,Maximus UM-73,468,Y,7
Urban,Moderation,Maximus UM-74,469,Y,7
Urban,Moderation,Maximus UM-75,470,Y,7
Urban,Moderation,Maximus UM-76,471,Y,7
Urban,Moderation,Maximus UM-77,472,Y,7
Urban,Moderation,Maximus UM-78,473,Y,7
Urban,Moderation,Maximus UM-79,474,Y,7
Urban,Moderation,Maximus UM-80,475,Y,7
Urban,Moderation,Maximus UM-81,476,Y,7
Urban,Moderation,Maximus UM-82,477,Y,7
Urban,Moderation,Maximus UM-83,478,Y,7
Urban,Moderation,Maximus UM-84,479,Y,7
Urban,Moderation,Maximus UM-85,480,Y,7
Urban,Moderation,Maximus UM-86,481,Y,7
Urban,Moderation,Maximus UM-87,482,Y,7
Urban,Moderation,Maximus UM-88,483,Y,7
Urban,Moderation,Maximus UM-89,484,Y,7
Urban,Moderation,Maximus UM-90,485,Y,7
Urban,Moderation,Maximus UM-91,486,Y,7
Urban,Moderation,Maximus UM-92,487,Y,7
Urban,Moderation,Maximus UM-93,488,Y,7
Urban,Moderation,Maximus UM-94,489,Y,7
Urban,Moderation,Maximus UM-95,490,Y,7
Urban,Moderation,Maximus UM-96,491,Y,7
Urban,Moderation,Maximus UM-97,492,Y,7
Urban,Moderation,Maximus UM-98,493,Y,7
Urban,Moderation,Maximus UM-99,494,Y,7
Urban,Moderation,Maximus UM-00,495,Y,7
Urban,Moderation,Maximus UM-01,496,Y,7
Urban,Moderation,Maximus UM-02,497,Y,7
Urban,Moderation,Maximus UM-03,498,Y,7
Urban,Moderation,Maximus UM-04,499,Y,7
Urban,Moderation,Maximus UM-05,500,Y,7
Urban,Moderation,Maximus UM-06,501,Y,7
Urban,Moderation,Maximus UM-07,502,Y,7
Urban,Moderation,Maximus UM-08,503,Y,7
Urban,Moderation,Maximus UM-09,504,Y,7
Urban,Moderation,Maximus UM-10,505,Y,7
Urban,Moderation,Maximus UM-11,506,Y,7
Urban,Moderation,Maximus UM-12,507,Y,7
Urban,Moderation,Maximus UM-13,508,Y,7
Urban,Moderation,Maximus UM-14,509,Y,7
Urban,Moderation,Maximus UM-15,510,Y,7
Urban,Moderation,Maximus UM-16,511,Y,7
Urban,Moderation,Abbas UM-01,74,Y,1
Urban,Moderation,Abbas UM-02,75,Y,1
Urban,Moderation,Abbas UM-03,76,Y,1
Urban,Moderation,Abbas UM-04,77,Y,1
Urban,Moderation,Abbas UM-05,78,Y,1
Urban,Moderation,Abbas UM-06,79,Y,1
Urban,Moderation,Abbas UM-07,80,Y,1
Urban,Moderation,Abbas UM-08,81,Y,1
Urban,Moderation,Abbas UM-09,82,Y,1
Urban,Moderation,Abbas UM-10,83,Y,1
Urban,Moderation,Abbas UM-11,84,Y,1
Urban,Moderation,Abbas UM-12,85,Y,1
Urban,Moderation,Abbas UM-13,86,Y,1
Urban,Moderation,Abbas UM-14,87,Y,1
Urban,Moderation,Abbas UM-15,88,Y,1
Urban,Moderation,Abbas UM-16,89,Y,1
Urban,Moderation,Abbas UM-17,90,Y,1
Urban,Moderation,Abbas UM-18,91,Y,1
Urban,Moderation,Abbas UM-19,92,Y,1
Urban,Moderation,Abbas UM-20,93,Y,1
Urban,Moderation,Abbas UM-21,94,Y,1
Urban,Moderation,Abbas UM-22,95,Y,1
Urban,Moderation,Abbas UM-23,96,Y,1
Urban,Moderation,Abbas UM-24,97,Y,1
Urban,Moderation,Abbas UM-25,98,Y,1
Urban,Moderation,Abbas UM-26,99,Y,1
Urban,Moderation,Abbas UM-27,100,Y,1
Urban,Moderation,Abbas UM-28,101,Y,1
Urban,Moderation,Abbas UM-29,102,Y,1
Urban,Moderation,Abbas UM-30,103,Y,1
Urban,Moderation,Abbas UM-31,104,Y,1
Urban,Moderation,Abbas UM-32,105,Y,1
Urban,Moderation,Abbas UM-33,106,Y,1
Urban,Moderation,Abbas UM-34,107,Y,1
Urban,Moderation,Abbas UM-35,108,Y,1
Urban,Moderation,Abbas UM-36,109,Y,1
Urban,Moderation,Abbas UM-37,110,Y,1
Urban,Moderation,Abbas UM-38,111,Y,1
Urban,Moderation,Abbas UM-39,112,Y,1
Urban,Moderation,Abbas UM-40,113,Y,1
Urban,Moderation,Abbas UM-41,114,Y,1
Urban,Moderation,Abbas UM-42,115,Y,1
Urban,Moderation,Abbas UM-43,116,Y,1
Urban,Moderation,Abbas UM-44,117,Y,1
Urban,Moderation,Abbas UM-45,118,Y,1
Urban,Moderation,Abbas UM-46,119,Y,1
Urban,Moderation,Abbas UM-47,120,Y,1
Urban,Moderation,Abbas UM-48,121,Y,1
Urban,Moderation,Abbas UM-49,122,Y,1
Urban,Moderation,Abbas UM-50,123,Y,1
Urban,Moderation,Abbas UM-51,124,Y,1
Urban,Moderation,Abbas UM-52,125,Y,1
Urban,Moderation,Abbas UM-53,126,Y,1
Urban,Moderation,Abbas UM-54,127,Y,1
Urban,Moderation,Abbas UM-55,128,Y,1
Urban,Moderation,Abbas UM-56,129,Y,1
Urban,Moderation,Barba UM-01,199,Y,3
Urban,Moderation,Barba UM-02,200,Y,3
Urban,Moderation,Barba UM-03,201,Y,3
Urban,Moderation,Barba UM-04,202,Y,3
Urban,Moderation,Barba UM-05,203,Y,3
Urban,Moderation,Barba UM-06,204,Y,3
Urban,Moderation,Barba UM-07,205,Y,3
Urban,Moderation,Barba UM-08,206,Y,3
Urban,Moderation,Barba UM-09,207,Y,3
Urban,Moderation,Barba UM-10,208,Y,3
Urban,Moderation,Barba UM-11,209,Y,3
Urban,Moderation,Barba UM-12,210,Y,3
Urban,Moderation,Fama UM-01,223,Y,5
Urban,Moderation,Fama UM-02,224,Y,5
Urban,Moderation,Fama UM-03,225,Y,5
Urban,Moderation,Fama UM-04,226,Y,5
Urban,Moderation,Fama UM-05,227,Y,5
Urban,Moderation,Fama UM-06,228,Y,5
Urban,Moderation,Natura UM-01,817,N,8
Urban,Moderation,Natura UM-02,818,N,8
Urban,Moderation,Natura UM-03,819,Y,8
Urban,Moderation,Natura UM-04,820,Y,8
Urban,Moderation,Natura UM-05,821,Y,8
Urban,Moderation,Natura UM-06,822,Y,8
Urban,Moderation,Natura UM-07,823,Y,8
Urban,Moderation,Natura UM-08,824,Y,8
Urban,Moderation,Natura UM-09,825,Y,8
Urban,Moderation,Natura UM-10,826,Y,8
Urban,Moderation,Natura UM-11,827,Y,8
Urban,Moderation,Natura UM-12,828,Y,8
Urban,Moderation,Natura UM-13,829,Y,8
Urban,Moderation,Natura UM-14,830,Y,8
Urban,Moderation,Natura UM-15,831,Y,8
Urban,Moderation,Natura UM-16,832,Y,8
Urban,Moderation,Natura UM-17,833,Y,8
Urban,Moderation,Natura UM-18,834,Y,8
Urban,Moderation,Natura UM-19,835,Y,8
Urban,Moderation,Natura UM-20,836,Y,8
Urban,Moderation,Natura UM-21,837,Y,8
Urban,Moderation,Natura UM-22,838,Y,8
Urban,Moderation,Natura UM-23,839,Y,8
Urban,Moderation,Natura UM-24,840,Y,8
Urban,Moderation,Natura UM-25,841,N,8
Urban,Moderation,Natura UM-26,842,Y,8
Urban,Moderation,Natura UM-27,843,Y,8
Urban,Moderation,Natura UM-28,844,Y,8
Urban,Moderation,Natura UM-29,845,Y,8
Urban,Moderation,Natura UM-30,846,Y,8
Urban,Moderation,Natura UM-31,847,Y,8
Urban,Moderation,Natura UM-32,848,Y,8
Urban,Moderation,Natura UM-33,849,Y,8
Urban,Moderation,Natura UM-34,850,Y,8
Urban,Moderation,Natura UM-35,851,Y,8
Urban,Moderation,Natura UM-36,852,Y,8
Urban,Moderation,Natura UM-37,853,Y,8
Urban,Moderation,Natura UM-38,854,Y,8
Urban,Moderation,Palma UM-01,1027,Y,9
Urban,Moderation,Palma UM-02,1028,Y,9
Urban,Moderation,Pirum UM-01,1124,Y,10
Urban,Moderation,Pirum UM-02,1125,Y,10
Urban,Moderation,Pirum UM-03,1126,Y,10
Urban,Moderation,Pirum UM-04,1127,Y,10
Urban,Moderation,Pirum UM-05,1128,Y,10
Urban,Moderation,Pirum UM-06,1129,Y,10
Urban,Moderation,Pirum UM-07,1130,Y,10
Urban,Moderation,Pirum UM-08,1131,Y,10
Urban,Moderation,Pirum UM-09,1132,Y,10
Urban,Moderation,Pirum UM-10,1133,Y,10
Urban,Moderation,Pirum UM-11,1134,Y,10
Urban,Moderation,Pirum UM-12,1135,Y,10
Urban,Moderation,Pirum UM-13,1136,Y,10
Urban,Moderation,Pirum UM-14,1137,Y,10
Urban,Moderation,Pirum UM-15,1138,Y,10
Urban,Moderation,Pirum UM-16,1139,Y,10
Urban,Moderation,Pirum UM-17,1140,Y,10
Urban,Moderation,Pirum UM-18,1141,Y,10
Urban,Moderation,Pirum UM-19,1142,Y,10
Urban,Moderation,Pirum UM-20,1143,Y,10
Urban,Moderation,Pomum UM-01,1749,Y,11
Urban,Moderation,Pomum UM-02,1750,Y,11
Urban,Moderation,Pomum UM-03,1751,Y,11
Urban,Moderation,Pomum UM-04,1752,Y,11
Urban,Moderation,Pomum UM-05,1753,Y,11
Urban,Moderation,Pomum UM-06,1754,Y,11
Urban,Moderation,Leo UM-01,1863,Y,6
Urban,Moderation,Leo UM-02,1864,Y,6
Urban,Moderation,Leo UM-03,1865,Y,6
Urban,Moderation,Leo UM-04,1866,Y,6
Urban,Moderation,Leo UM-05,1867,Y,6
Urban,Moderation,Leo UM-06,1868,Y,6
Urban,Moderation,Leo UM-07,1869,Y,6
Urban,Moderation,Leo UM-08,1870,Y,6
Urban,Moderation,Leo UM-09,1871,Y,6
Urban,Moderation,Leo UM-10,1872,Y,6
Urban,Moderation,Leo UM-11,1873,Y,6
Urban,Moderation,Leo UM-12,1874,Y,6
Urban,Moderation,Leo UM-13,1875,Y,6
Urban,Moderation,Leo UM-14,1876,Y,6
Urban,Moderation,Leo UM-15,1877,Y,6
Urban,Moderation,Leo UM-16,1878,Y,6
Urban,Moderation,Leo UM-17,1879,Y,6
Urban,Moderation,Leo UM-18,1880,Y,6
Urban,Moderation,Leo UM-19,1881,Y,6
Urban,Moderation,Currus UM-01,1994,Y,4
Urban,Moderation,Currus UM-02,1995,Y,4
Urban,Moderation,Currus UM-03,1996,Y,4
Urban,Moderation,Currus UM-04,1997,Y,4
Urban,Moderation,Victoria UM-01,2110,Y,14
Urban,Moderation,Victoria UM-02,2111,Y,14
Urban,Moderation,Victoria UM-03,2112,Y,14
Urban,Moderation,Victoria UM-04,2113,Y,14
Urban,Moderation,Victoria UM-05,2114,Y,14
Urban,Moderation,Victoria UM-06,2115,Y,14
Urban,Moderation,Victoria UM-07,2116,Y,14
Urban,Moderation,Victoria UM-08,2117,Y,14
Urban,Moderation,Victoria UM-09,2118,Y,14
Urban,Moderation,Victoria UM-10,2119,Y,14
Urban,Moderation,Victoria UM-11,2120,Y,14
Urban,Moderation,Victoria UM-12,2121,Y,14
Urban,Moderation,Victoria UM-13,2122,Y,14
Urban,Moderation,Victoria UM-14,2123,Y,14
Urban,Moderation,Victoria UM-15,2124,Y,14
Urban,Moderation,Aliqui UM-01,2286,Y,2
Urban,Moderation,Aliqui UM-02,2287,Y,2
Urban,Moderation,Aliqui UM-03,2288,Y,2
Urban,Moderation,Aliqui UM-04,2289,Y,2
Urban,Moderation,Aliqui UM-05,2290,Y,2
Urban,Moderation,Aliqui UM-06,2291,Y,2
Urban,Moderation,Aliqui UM-07,2292,Y,2
Urban,Moderation,Aliqui UM-08,2293,Y,2
Urban,Moderation,Aliqui UM-09,2294,Y,2
Urban,Moderation,Aliqui UM-10,2295,Y,2
Urban,Moderation,Aliqui UM-11,2296,Y,2
Urban,Moderation,Aliqui UM-12,2297,Y,2
Urban,Regular,Abbas UR-01,130,Y,1
Urban,Regular,Abbas UR-02,131,Y,1
Urban,Regular,Abbas UR-03,132,Y,1
Urban,Regular,Abbas UR-04,133,Y,1
Urban,Regular,Abbas UR-05,134,Y,1
Urban,Regular,Abbas UR-06,135,Y,1
Urban,Regular,Abbas UR-07,136,Y,1
Urban,Regular,Abbas UR-08,137,Y,1
Urban,Regular,Abbas UR-09,138,Y,1
Urban,Regular,Abbas UR-10,139,Y,1
Urban,Regular,Abbas UR-11,140,Y,1
Urban,Regular,Abbas UR-12,141,Y,1
Urban,Regular,Abbas UR-13,142,Y,1
Urban,Regular,Abbas UR-14,143,Y,1
Urban,Regular,Abbas UR-15,144,Y,1
Urban,Regular,Abbas UR-16,145,Y,1
Urban,Regular,Abbas UR-17,146,Y,1
Urban,Regular,Abbas UR-18,147,Y,1
Urban,Regular,Abbas UR-19,148,Y,1
Urban,Regular,Abbas UR-20,149,Y,1
Urban,Regular,Abbas UR-21,150,Y,1
Urban,Regular,Abbas UR-22,151,Y,1
Urban,Regular,Abbas UR-23,152,Y,1
Urban,Regular,Abbas UR-24,153,Y,1
Urban,Regular,Abbas UR-25,154,Y,1
Urban,Regular,Abbas UR-26,155,Y,1
Urban,Regular,Abbas UR-27,156,Y,1
Urban,Regular,Abbas UR-28,157,Y,1
Urban,Regular,Abbas UR-29,158,Y,1
Urban,Regular,Abbas UR-30,159,Y,1
Urban,Regular,Abbas UR-31,160,Y,1
Urban,Regular,Abbas UR-32,161,Y,1
Urban,Regular,Abbas UR-33,162,Y,1
Urban,Regular,Abbas UR-34,163,Y,1
Urban,Regular,Abbas UR-35,164,Y,1
Urban,Regular,Abbas UR-36,165,Y,1
Urban,Regular,Abbas UR-37,166,Y,1
Urban,Regular,Abbas UR-38,167,Y,1
Urban,Regular,Abbas UR-39,168,Y,1
Urban,Regular,Abbas UR-40,169,Y,1
Urban,Regular,Abbas UR-41,170,Y,1
Urban,Regular,Abbas UR-42,171,Y,1
Urban,Regular,Abbas UR-43,172,Y,1
Urban,Regular,Fama UR-01,229,Y,5
Urban,Regular,Fama UR-02,230,Y,5
Urban,Regular,Fama UR-03,231,Y,5
Urban,Regular,Fama UR-04,232,Y,5
Urban,Regular,Fama UR-05,233,Y,5
Urban,Regular,Fama UR-06,234,Y,5
Urban,Regular,Fama UR-07,235,Y,5
Urban,Regular,Fama UR-08,236,Y,5
Urban,Regular,Fama UR-09,237,Y,5
Urban,Regular,Fama UR-10,238,Y,5
Urban,Regular,Fama UR-11,239,Y,5
Urban,Regular,Fama UR-12,240,Y,5
Urban,Regular,Fama UR-13,241,Y,5
Urban,Regular,Fama UR-14,242,N,5
Urban,Regular,Fama UR-15,243,N,5
Urban,Regular,Fama UR-16,244,N,5
Urban,Regular,Fama UR-17,245,Y,5
Urban,Regular,Fama UR-18,246,Y,5
Urban,Regular,Fama UR-19,247,Y,5
Urban,Regular,Fama UR-20,248,Y,5
Urban,Regular,Fama UR-21,249,Y,5
Urban,Regular,Fama UR-22,250,Y,5
Urban,Regular,Fama UR-23,251,Y,5
Urban,Regular,Fama UR-24,252,Y,5
Urban,Regular,Fama UR-25,253,Y,5
Urban,Regular,Fama UR-26,254,Y,5
Urban,Regular,Fama UR-27,255,Y,5
Urban,Regular,Fama UR-28,256,Y,5
Urban,Regular,Fama UR-29,257,Y,5
Urban,Regular,Fama UR-30,258,Y,5
Urban,Regular,Fama UR-31,259,Y,5
Urban,Regular,Fama UR-32,260,Y,5
Urban,Regular,Fama UR-33,261,Y,5
Urban,Regular,Fama UR-34,262,Y,5
Urban,Regular,Fama UR-35,263,Y,5
Urban,Regular,Fama UR-36,264,Y,5
Urban,Regular,Fama UR-37,265,Y,5
Urban,Regular,Fama UR-38,266,Y,5
Urban,Regular,Fama UR-39,267,Y,5
Urban,Regular,Fama UR-40,268,Y,5
Urban,Regular,Fama UR-41,269,Y,5
Urban,Regular,Fama UR-42,270,Y,5
Urban,Regular,Fama UR-43,271,Y,5
Urban,Regular,Fama UR-44,272,Y,5
Urban,Regular,Fama UR-45,273,Y,5
Urban,Regular,Fama UR-46,274,Y,5
Urban,Regular,Fama UR-47,275,Y,5
